Relative path to structure,Relative path to metrics (JSON/log),Modelling software,Entry title,Entry description,Entry short name,pTM (optional)
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2936_ESMFold_HypC-HybG-HupF_family_hydrogenase_formation_chaperone.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2936_ESMFold_HypC-HybG-HupF_family_hydrogenase_formation_chaperone.pdb,ESMFold,HypC-HybG-HupF family hydrogenase formation chaperone,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2936,0.742
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2937_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2937_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized protein P7 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2937,0.782
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2938_ESMFold_Ni-Fe_hydrogenase_subunit_alpha.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2938_ESMFold_Ni-Fe_hydrogenase_subunit_alpha.pdb,ESMFold,Ni-Fe hydrogenase subunit alpha,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2938,0.951
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2939_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_B.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2939_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_B.pdb,ESMFold,CoB--CoM heterodisulfide reductase subunit B,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2939,0.968
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2940_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_C.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2940_ESMFold_CoB--CoM_heterodisulfide_reductase_subunit_C.pdb,ESMFold,CoB--CoM heterodisulfide reductase subunit C,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2940,0.729
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2941_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2941_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: F420-non-reducing hydrogenase iron-sulfur subunit G ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2941,0.494
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2942_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2942_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2942,0.783
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2943_ESMFold_CoA-transferase_subunit_beta.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2943_ESMFold_CoA-transferase_subunit_beta.pdb,ESMFold,CoA-transferase subunit beta,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2943,0.922
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2944_ESMFold_CoA_transferase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2944_ESMFold_CoA_transferase.pdb,ESMFold,CoA transferase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2944,0.901
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2945_ESMFold_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2945_ESMFold_MFS_transporter.pdb,ESMFold,MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2945,0.938
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2946_ESMFold_stress_response_translation_initiation_inhibitor_YciH.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2946_ESMFold_stress_response_translation_initiation_inhibitor_YciH.pdb,ESMFold,stress response translation initiation inhibitor YciH,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2946,0.674
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2947_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2947_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2947,0.29
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2948_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2948_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Sensor kinase CckA ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2948,0.676
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2949_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2949_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2949,0.471
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2950_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2950_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2950,0.506
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2951_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2951_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2951,0.681
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2952_ESMFold_NAD-P--dependent_oxidoreductase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2952_ESMFold_NAD-P--dependent_oxidoreductase.pdb,ESMFold,NAD-P--dependent oxidoreductase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2952,0.958
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2953_ESMFold_DUF4037_domain-containing_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2953_ESMFold_DUF4037_domain-containing_protein.pdb,ESMFold,DUF4037 domain-containing protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2953,0.875
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2954_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2954_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2954,0.344
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2955_ESMFold_ABC_transporter_ATP-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2955_ESMFold_ABC_transporter_ATP-binding_protein.pdb,ESMFold,ABC transporter ATP-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2955,0.929
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2956_ESMFold_ABC_transporter_permease.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2956_ESMFold_ABC_transporter_permease.pdb,ESMFold,ABC transporter permease,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2956,0.828
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2957_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2957_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Ribosome-associated ATPase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2957,0.823
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2958_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2958_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Linearmycin resistance ATP-binding protein LnrL ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2958,0.618
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2959_AF2_hypothetical_protein.pdb,../folded_proteins/AF2.3/Loki-ASV2_OOM_prot150/ranking_debug.json,AlphaFold2.3,structural match to: Crystal structure of unautoprocessed form of IS1-inserted Pro-subtilisin E ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2959,-
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2960_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2960_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2960,0.511
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2961_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2961_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2961,0.896
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2962_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2962_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Golgi phosphoprotein 3-like ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2962,0.927
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2963_ESMFold_long-chain-fatty-acid--CoA_ligase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2963_ESMFold_long-chain-fatty-acid--CoA_ligase.pdb,ESMFold,long-chain-fatty-acid--CoA ligase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2963,0.934
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2964_ESMFold_tyrosine_recombinase_XerC.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2964_ESMFold_tyrosine_recombinase_XerC.pdb,ESMFold,tyrosine recombinase XerC,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2964,0.924
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2965_ESMFold_DNA-3-methyladenine_glycosylase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2965_ESMFold_DNA-3-methyladenine_glycosylase.pdb,ESMFold,DNA-3-methyladenine glycosylase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2965,0.967
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2966_ESMFold_secondary_thiamine-phosphate_synthase_enzyme_YjbQ.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2966_ESMFold_secondary_thiamine-phosphate_synthase_enzyme_YjbQ.pdb,ESMFold,secondary thiamine-phosphate synthase enzyme YjbQ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2966,0.89
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2967_ESMFold_deoxyguanosinetriphosphate_triphosphohydrolase.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2967_ESMFold_deoxyguanosinetriphosphate_triphosphohydrolase.pdb,ESMFold,deoxyguanosinetriphosphate triphosphohydrolase,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2967,0.899
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2968_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2968_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Sensor kinase CckA ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2968,0.849
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2969_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2969_ESMFold_hypothetical_protein.pdb,ESMFold,"structural match to: Crystal Structure of TTHA0409, Putative DNA Modification Methylase from Thermus thermophilus HB8- Complexed with S-Adenosyl-L-Methionine ","""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2969,0.774
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2970_ESMFold_MFS_transporter.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2970_ESMFold_MFS_transporter.pdb,ESMFold,MFS transporter,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2970,0.894
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2971_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2971_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: CDP-archaeol synthase ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2971,0.81
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2972_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2972_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2972,0.866
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2973_ESMFold_hemolysin_III_family_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2973_ESMFold_hemolysin_III_family_protein.pdb,ESMFold,hemolysin III family protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2973,0.913
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2974_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2974_ESMFold_hypothetical_protein.pdb,ESMFold,"structural match to: Crystal structure of endo-beta-1,4-glucuronan lyase from fungus Trichoderma reesei ","""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2974,0.768
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2975_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2975_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2975,0.879
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2976_ESMFold_glycyl-radical_enzyme_activating_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2976_ESMFold_glycyl-radical_enzyme_activating_protein.pdb,ESMFold,glycyl-radical enzyme activating protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2976,0.883
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2977_ESMFold_formate_C-acetyltransferase-glycerol_dehydratase_family_glycyl_radical_enzyme.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2977_ESMFold_formate_C-acetyltransferase-glycerol_dehydratase_family_glycyl_radical_enzyme.pdb,ESMFold,formate C-acetyltransferase-glycerol dehydratase family glycyl radical enzyme,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2977,0.871
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2978_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2978_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2978,0.372
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2979_ESMFold_ABC_transporter_ATP-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2979_ESMFold_ABC_transporter_ATP-binding_protein.pdb,ESMFold,ABC transporter ATP-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2979,0.885
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2980_ESMFold_ABC_transporter_ATP-binding_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2980_ESMFold_ABC_transporter_ATP-binding_protein.pdb,ESMFold,ABC transporter ATP-binding protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2980,0.922
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2981_ESMFold_radical_SAM_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2981_ESMFold_radical_SAM_protein.pdb,ESMFold,radical SAM protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2981,0.964
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2982_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2982_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2982,0.184
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2983_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2983_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized ABC transporter permease MJ1507 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2983,0.874
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2984_ESMFold_ABC_transporter_permease.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2984_ESMFold_ABC_transporter_permease.pdb,ESMFold,ABC transporter permease,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2984,0.896
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2985_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2985_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Uncharacterized ABC transporter permease MJ1507 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2985,0.857
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2986_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2986_ESMFold_hypothetical_protein.pdb,ESMFold,structural match to: Tetratricopeptide repeat protein 28 ,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2986,0.932
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2987_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2987_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2987,0.181
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2988_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2988_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2988,0.623
../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2989_ESMFold_hypothetical_protein.pdb,../folded_proteins/complete_proteome_top_pdb/LOKIASV2_2989_ESMFold_hypothetical_protein.pdb,ESMFold,hypothetical protein,"""A deep learning structural prediction of N. marumarumayae protein from open reading frame #[4 digit index]. It was modelled with [Modelling software] using default settings. It has a pLDDT confidence of  [Relative path to structure, extract b-factor from .pdb], and a pTM of [pTM, value if available].""", ma-marumar-2989,0.88
