24/09/06 10:07:00 | INFO | root | Reading sequences from loki-ASV2_dfast_all_protein_ORFs.faa
24/09/06 11:01:19 | INFO | root | Predicted structure for LOKIASV2_42470 hypothetical protein with length 269, pLDDT 33.3, pTM 0.183 in 4.0s (amortized, batch size 3). 2178 / 4544 completed.
24/09/06 11:01:19 | INFO | root | Predicted structure for LOKIASV2_02070 hypothetical protein with length 270, pLDDT 84.5, pTM 0.878 in 4.0s (amortized, batch size 3). 2179 / 4544 completed.
24/09/06 11:01:31 | INFO | root | Predicted structure for LOKIASV2_05920 hypothetical protein with length 270, pLDDT 84.9, pTM 0.613 in 4.0s (amortized, batch size 3). 2180 / 4544 completed.
24/09/06 11:01:31 | INFO | root | Predicted structure for LOKIASV2_15790 proteasome assembly chaperone family protein with length 270, pLDDT 87.4, pTM 0.901 in 4.0s (amortized, batch size 3). 2181 / 4544 completed.
24/09/06 11:01:31 | INFO | root | Predicted structure for LOKIASV2_17310 hypothetical protein with length 270, pLDDT 66.0, pTM 0.679 in 4.0s (amortized, batch size 3). 2182 / 4544 completed.
24/09/06 11:01:43 | INFO | root | Predicted structure for LOKIASV2_30290 ABC transporter ATP-binding protein with length 270, pLDDT 90.8, pTM 0.922 in 4.1s (amortized, batch size 3). 2183 / 4544 completed.
24/09/06 11:01:43 | INFO | root | Predicted structure for LOKIASV2_41620 3'-2'-,5'-bisphosphate nucleotidase CysQ with length 270, pLDDT 89.4, pTM 0.948 in 4.1s (amortized, batch size 3). 2184 / 4544 completed.
24/09/06 11:01:43 | INFO | root | Predicted structure for LOKIASV2_04740 hypothetical protein with length 271, pLDDT 86.5, pTM 0.819 in 4.1s (amortized, batch size 3). 2185 / 4544 completed.
24/09/06 11:01:55 | INFO | root | Predicted structure for LOKIASV2_07320 alpha-beta hydrolase with length 271, pLDDT 83.4, pTM 0.909 in 4.1s (amortized, batch size 3). 2186 / 4544 completed.
24/09/06 11:01:55 | INFO | root | Predicted structure for LOKIASV2_24100 electron transfer flavoprotein subunit beta with length 271, pLDDT 93.8, pTM 0.916 in 4.1s (amortized, batch size 3). 2187 / 4544 completed.
24/09/06 11:01:55 | INFO | root | Predicted structure for LOKIASV2_26690 3-oxoacyl-ACP reductase FabG with length 271, pLDDT 94.4, pTM 0.967 in 4.1s (amortized, batch size 3). 2188 / 4544 completed.
24/09/06 11:02:07 | INFO | root | Predicted structure for LOKIASV2_36830 SDR family oxidoreductase with length 271, pLDDT 92.9, pTM 0.962 in 4.1s (amortized, batch size 3). 2189 / 4544 completed.
24/09/06 11:02:07 | INFO | root | Predicted structure for LOKIASV2_00420 3-keto-5-aminohexanoate cleavage protein with length 272, pLDDT 91.5, pTM 0.948 in 4.1s (amortized, batch size 3). 2190 / 4544 completed.
24/09/06 11:02:07 | INFO | root | Predicted structure for LOKIASV2_08040 hypothetical protein with length 272, pLDDT 85.3, pTM 0.795 in 4.1s (amortized, batch size 3). 2191 / 4544 completed.
24/09/06 11:02:20 | INFO | root | Predicted structure for LOKIASV2_15560 hypothetical protein with length 272, pLDDT 78.4, pTM 0.839 in 4.1s (amortized, batch size 3). 2192 / 4544 completed.
24/09/06 11:02:20 | INFO | root | Predicted structure for LOKIASV2_20940 hypothetical protein with length 272, pLDDT 82.9, pTM 0.869 in 4.1s (amortized, batch size 3). 2193 / 4544 completed.
24/09/06 11:02:20 | INFO | root | Predicted structure for LOKIASV2_24340 site-specific DNA-methyltransferase with length 272, pLDDT 81.6, pTM 0.881 in 4.1s (amortized, batch size 3). 2194 / 4544 completed.
24/09/06 11:02:32 | INFO | root | Predicted structure for LOKIASV2_27570 hypothetical protein with length 272, pLDDT 34.1, pTM 0.292 in 4.1s (amortized, batch size 3). 2195 / 4544 completed.
24/09/06 11:02:32 | INFO | root | Predicted structure for LOKIASV2_37350 nitroreductase family protein with length 272, pLDDT 87.1, pTM 0.920 in 4.1s (amortized, batch size 3). 2196 / 4544 completed.
24/09/06 11:02:32 | INFO | root | Predicted structure for LOKIASV2_44240 hypothetical protein with length 272, pLDDT 83.4, pTM 0.722 in 4.1s (amortized, batch size 3). 2197 / 4544 completed.
24/09/06 11:02:45 | INFO | root | Predicted structure for LOKIASV2_03610 enoyl-CoA hydratase-related protein with length 273, pLDDT 74.6, pTM 0.788 in 4.2s (amortized, batch size 3). 2198 / 4544 completed.
24/09/06 11:02:45 | INFO | root | Predicted structure for LOKIASV2_06180 NAD-+- diphosphatase with length 273, pLDDT 82.9, pTM 0.800 in 4.2s (amortized, batch size 3). 2199 / 4544 completed.
24/09/06 11:02:45 | INFO | root | Predicted structure for LOKIASV2_09500 hypothetical protein with length 273, pLDDT 70.2, pTM 0.731 in 4.2s (amortized, batch size 3). 2200 / 4544 completed.
24/09/06 11:02:57 | INFO | root | Predicted structure for LOKIASV2_14330 hypothetical protein with length 273, pLDDT 92.9, pTM 0.960 in 4.2s (amortized, batch size 3). 2201 / 4544 completed.
24/09/06 11:02:57 | INFO | root | Predicted structure for LOKIASV2_26880 hypothetical protein with length 273, pLDDT 93.4, pTM 0.960 in 4.2s (amortized, batch size 3). 2202 / 4544 completed.
24/09/06 11:02:57 | INFO | root | Predicted structure for LOKIASV2_32680 formamidopyrimidine-DNA glycosylase with length 273, pLDDT 93.9, pTM 0.958 in 4.2s (amortized, batch size 3). 2203 / 4544 completed.
24/09/06 11:03:09 | INFO | root | Predicted structure for LOKIASV2_33050 aldo-keto reductase with length 273, pLDDT 92.0, pTM 0.952 in 4.2s (amortized, batch size 3). 2204 / 4544 completed.
24/09/06 11:03:09 | INFO | root | Predicted structure for LOKIASV2_33380 hypothetical protein with length 273, pLDDT 65.5, pTM 0.561 in 4.2s (amortized, batch size 3). 2205 / 4544 completed.
24/09/06 11:03:09 | INFO | root | Predicted structure for LOKIASV2_39900 hypothetical protein with length 273, pLDDT 78.2, pTM 0.875 in 4.2s (amortized, batch size 3). 2206 / 4544 completed.
24/09/06 11:03:22 | INFO | root | Predicted structure for LOKIASV2_00160 exosome complex protein Rrp42 with length 274, pLDDT 94.4, pTM 0.962 in 4.2s (amortized, batch size 3). 2207 / 4544 completed.
24/09/06 11:03:22 | INFO | root | Predicted structure for LOKIASV2_04820 phthiotriol-phenolphthiotriol dimycocerosates methyltransferase with length 274, pLDDT 90.0, pTM 0.943 in 4.2s (amortized, batch size 3). 2208 / 4544 completed.
24/09/06 11:03:22 | INFO | root | Predicted structure for LOKIASV2_07340 hypothetical protein with length 274, pLDDT 83.8, pTM 0.904 in 4.2s (amortized, batch size 3). 2209 / 4544 completed.
24/09/06 11:03:34 | INFO | root | Predicted structure for LOKIASV2_12270 hypothetical protein with length 274, pLDDT 80.8, pTM 0.716 in 4.2s (amortized, batch size 3). 2210 / 4544 completed.
24/09/06 11:03:34 | INFO | root | Predicted structure for LOKIASV2_15760 hypothetical protein with length 274, pLDDT 50.2, pTM 0.388 in 4.2s (amortized, batch size 3). 2211 / 4544 completed.
24/09/06 11:03:34 | INFO | root | Predicted structure for LOKIASV2_19500 hypothetical protein with length 274, pLDDT 66.0, pTM 0.574 in 4.2s (amortized, batch size 3). 2212 / 4544 completed.
24/09/06 11:03:47 | INFO | root | Predicted structure for LOKIASV2_25410 heliorhodopsin HeR with length 274, pLDDT 82.9, pTM 0.888 in 4.2s (amortized, batch size 3). 2213 / 4544 completed.
24/09/06 11:03:47 | INFO | root | Predicted structure for LOKIASV2_05660 isopentenyl phosphate kinase with length 275, pLDDT 92.7, pTM 0.963 in 4.2s (amortized, batch size 3). 2214 / 4544 completed.
24/09/06 11:03:47 | INFO | root | Predicted structure for LOKIASV2_13150 hypothetical protein with length 275, pLDDT 87.5, pTM 0.936 in 4.2s (amortized, batch size 3). 2215 / 4544 completed.
24/09/06 11:04:00 | INFO | root | Predicted structure for LOKIASV2_13530 hypothetical protein with length 275, pLDDT 24.6, pTM 0.163 in 4.2s (amortized, batch size 3). 2216 / 4544 completed.
24/09/06 11:04:00 | INFO | root | Predicted structure for LOKIASV2_15300 N-A with length 275, pLDDT 89.9, pTM 0.937 in 4.2s (amortized, batch size 3). 2217 / 4544 completed.
24/09/06 11:04:00 | INFO | root | Predicted structure for LOKIASV2_19170 hypothetical protein with length 275, pLDDT 85.1, pTM 0.857 in 4.2s (amortized, batch size 3). 2218 / 4544 completed.
24/09/06 11:04:12 | INFO | root | Predicted structure for LOKIASV2_23260 hypothetical protein with length 275, pLDDT 45.8, pTM 0.241 in 4.2s (amortized, batch size 3). 2219 / 4544 completed.
24/09/06 11:04:12 | INFO | root | Predicted structure for LOKIASV2_24230 hypothetical protein with length 275, pLDDT 64.2, pTM 0.595 in 4.2s (amortized, batch size 3). 2220 / 4544 completed.
24/09/06 11:04:12 | INFO | root | Predicted structure for LOKIASV2_27220 SDR family oxidoreductase with length 275, pLDDT 96.6, pTM 0.973 in 4.2s (amortized, batch size 3). 2221 / 4544 completed.
24/09/06 11:04:25 | INFO | root | Predicted structure for LOKIASV2_28800 hypothetical protein with length 275, pLDDT 87.4, pTM 0.921 in 4.2s (amortized, batch size 3). 2222 / 4544 completed.
24/09/06 11:04:25 | INFO | root | Predicted structure for LOKIASV2_28970 alpha-beta hydrolase with length 275, pLDDT 87.4, pTM 0.942 in 4.2s (amortized, batch size 3). 2223 / 4544 completed.
24/09/06 11:04:25 | INFO | root | Predicted structure for LOKIASV2_32860 hypothetical protein with length 275, pLDDT 78.6, pTM 0.876 in 4.2s (amortized, batch size 3). 2224 / 4544 completed.
24/09/06 11:04:38 | INFO | root | Predicted structure for LOKIASV2_42520 hypothetical protein with length 275, pLDDT 80.2, pTM 0.862 in 4.2s (amortized, batch size 3). 2225 / 4544 completed.
24/09/06 11:04:38 | INFO | root | Predicted structure for LOKIASV2_06200 MBL fold metallo-hydrolase with length 276, pLDDT 76.4, pTM 0.842 in 4.2s (amortized, batch size 3). 2226 / 4544 completed.
24/09/06 11:04:38 | INFO | root | Predicted structure for LOKIASV2_13840 hypothetical protein with length 276, pLDDT 78.4, pTM 0.673 in 4.2s (amortized, batch size 3). 2227 / 4544 completed.
24/09/06 11:04:50 | INFO | root | Predicted structure for LOKIASV2_17500 EFR1 family ferrodoxin with length 276, pLDDT 86.4, pTM 0.931 in 4.2s (amortized, batch size 3). 2228 / 4544 completed.
24/09/06 11:04:50 | INFO | root | Predicted structure for LOKIASV2_24510 hypothetical protein with length 276, pLDDT 75.4, pTM 0.627 in 4.2s (amortized, batch size 3). 2229 / 4544 completed.
24/09/06 11:04:50 | INFO | root | Predicted structure for LOKIASV2_27840 hypothetical protein with length 276, pLDDT 39.5, pTM 0.252 in 4.2s (amortized, batch size 3). 2230 / 4544 completed.
24/09/06 11:05:03 | INFO | root | Predicted structure for LOKIASV2_28700 5-deoxy-glucuronate isomerase with length 276, pLDDT 87.2, pTM 0.921 in 4.2s (amortized, batch size 3). 2231 / 4544 completed.
24/09/06 11:05:03 | INFO | root | Predicted structure for LOKIASV2_33030 hypothetical protein with length 276, pLDDT 83.5, pTM 0.856 in 4.2s (amortized, batch size 3). 2232 / 4544 completed.
24/09/06 11:05:03 | INFO | root | Predicted structure for LOKIASV2_34480 hypothetical protein with length 276, pLDDT 85.7, pTM 0.654 in 4.2s (amortized, batch size 3). 2233 / 4544 completed.
24/09/06 11:05:16 | INFO | root | Predicted structure for LOKIASV2_36580 serine O-acetyltransferase with length 276, pLDDT 87.1, pTM 0.753 in 4.3s (amortized, batch size 3). 2234 / 4544 completed.
24/09/06 11:05:16 | INFO | root | Predicted structure for LOKIASV2_01920 hypothetical protein with length 277, pLDDT 90.8, pTM 0.532 in 4.3s (amortized, batch size 3). 2235 / 4544 completed.
24/09/06 11:05:16 | INFO | root | Predicted structure for LOKIASV2_02230 hypothetical protein with length 277, pLDDT 62.0, pTM 0.405 in 4.3s (amortized, batch size 3). 2236 / 4544 completed.
24/09/06 11:05:29 | INFO | root | Predicted structure for LOKIASV2_02800 Fe-S cluster assembly ATPase SufC with length 277, pLDDT 88.8, pTM 0.922 in 4.3s (amortized, batch size 3). 2237 / 4544 completed.
24/09/06 11:05:29 | INFO | root | Predicted structure for LOKIASV2_03460 phosphate ABC transporter ATP-binding protein PstB with length 277, pLDDT 92.1, pTM 0.935 in 4.3s (amortized, batch size 3). 2238 / 4544 completed.
24/09/06 11:05:29 | INFO | root | Predicted structure for LOKIASV2_06020 hypothetical protein with length 277, pLDDT 46.2, pTM 0.185 in 4.3s (amortized, batch size 3). 2239 / 4544 completed.
24/09/06 11:05:41 | INFO | root | Predicted structure for LOKIASV2_07610 hypothetical protein with length 277, pLDDT 91.1, pTM 0.952 in 4.3s (amortized, batch size 3). 2240 / 4544 completed.
24/09/06 11:05:41 | INFO | root | Predicted structure for LOKIASV2_08940 ATP-dependent sacrificial sulfur transferase LarE with length 277, pLDDT 93.2, pTM 0.957 in 4.3s (amortized, batch size 3). 2241 / 4544 completed.
24/09/06 11:05:41 | INFO | root | Predicted structure for LOKIASV2_10110 translation initiation factor IF-2 subunit alpha with length 277, pLDDT 91.3, pTM 0.844 in 4.3s (amortized, batch size 3). 2242 / 4544 completed.
24/09/06 11:05:54 | INFO | root | Predicted structure for LOKIASV2_19160 hypothetical protein with length 277, pLDDT 43.6, pTM 0.287 in 4.3s (amortized, batch size 3). 2243 / 4544 completed.
24/09/06 11:05:54 | INFO | root | Predicted structure for LOKIASV2_21090 hypothetical protein with length 277, pLDDT 47.6, pTM 0.374 in 4.3s (amortized, batch size 3). 2244 / 4544 completed.
24/09/06 11:05:54 | INFO | root | Predicted structure for LOKIASV2_24490 hypothetical protein with length 277, pLDDT 92.4, pTM 0.751 in 4.3s (amortized, batch size 3). 2245 / 4544 completed.
24/09/06 11:06:07 | INFO | root | Predicted structure for LOKIASV2_25980 hypothetical protein with length 277, pLDDT 88.4, pTM 0.939 in 4.3s (amortized, batch size 3). 2246 / 4544 completed.
24/09/06 11:06:07 | INFO | root | Predicted structure for LOKIASV2_28820 hypothetical protein with length 277, pLDDT 91.3, pTM 0.938 in 4.3s (amortized, batch size 3). 2247 / 4544 completed.
24/09/06 11:06:07 | INFO | root | Predicted structure for LOKIASV2_31460 MerR family transcriptional regulator with length 277, pLDDT 92.0, pTM 0.642 in 4.3s (amortized, batch size 3). 2248 / 4544 completed.
24/09/06 11:06:20 | INFO | root | Predicted structure for LOKIASV2_38380 hypothetical protein with length 277, pLDDT 34.8, pTM 0.223 in 4.3s (amortized, batch size 3). 2249 / 4544 completed.
24/09/06 11:06:20 | INFO | root | Predicted structure for LOKIASV2_39250 nucleotide exchange factor GrpE with length 277, pLDDT 84.7, pTM 0.652 in 4.3s (amortized, batch size 3). 2250 / 4544 completed.
24/09/06 11:06:20 | INFO | root | Predicted structure for LOKIASV2_39480 hypothetical protein with length 277, pLDDT 92.5, pTM 0.951 in 4.3s (amortized, batch size 3). 2251 / 4544 completed.
24/09/06 11:06:33 | INFO | root | Predicted structure for LOKIASV2_39770 carbon-nitrogen family hydrolase with length 277, pLDDT 85.0, pTM 0.926 in 4.3s (amortized, batch size 3). 2252 / 4544 completed.
24/09/06 11:06:33 | INFO | root | Predicted structure for LOKIASV2_41040 hypothetical protein with length 277, pLDDT 68.5, pTM 0.508 in 4.3s (amortized, batch size 3). 2253 / 4544 completed.
24/09/06 11:06:33 | INFO | root | Predicted structure for LOKIASV2_01090 hypothetical protein with length 278, pLDDT 89.0, pTM 0.906 in 4.3s (amortized, batch size 3). 2254 / 4544 completed.
24/09/06 11:06:45 | INFO | root | Predicted structure for LOKIASV2_01470 hypothetical protein with length 278, pLDDT 71.6, pTM 0.659 in 4.3s (amortized, batch size 3). 2255 / 4544 completed.
24/09/06 11:06:45 | INFO | root | Predicted structure for LOKIASV2_13180 ZIP family metal transporter with length 278, pLDDT 89.5, pTM 0.931 in 4.3s (amortized, batch size 3). 2256 / 4544 completed.
24/09/06 11:06:45 | INFO | root | Predicted structure for LOKIASV2_13630 EFR1 family ferrodoxin with length 278, pLDDT 82.2, pTM 0.911 in 4.3s (amortized, batch size 3). 2257 / 4544 completed.
24/09/06 11:06:58 | INFO | root | Predicted structure for LOKIASV2_16480 hypothetical protein with length 278, pLDDT 68.9, pTM 0.453 in 4.3s (amortized, batch size 3). 2258 / 4544 completed.
24/09/06 11:06:58 | INFO | root | Predicted structure for LOKIASV2_22940 hypothetical protein with length 278, pLDDT 85.9, pTM 0.847 in 4.3s (amortized, batch size 3). 2259 / 4544 completed.
24/09/06 11:06:58 | INFO | root | Predicted structure for LOKIASV2_24360 hypothetical protein with length 278, pLDDT 93.5, pTM 0.963 in 4.3s (amortized, batch size 3). 2260 / 4544 completed.
24/09/06 11:07:11 | INFO | root | Predicted structure for LOKIASV2_30330 hypothetical protein with length 278, pLDDT 75.4, pTM 0.793 in 4.3s (amortized, batch size 3). 2261 / 4544 completed.
24/09/06 11:07:11 | INFO | root | Predicted structure for LOKIASV2_30530 hypothetical protein with length 278, pLDDT 79.6, pTM 0.842 in 4.3s (amortized, batch size 3). 2262 / 4544 completed.
24/09/06 11:07:11 | INFO | root | Predicted structure for LOKIASV2_33480 class I SAM-dependent methyltransferase with length 278, pLDDT 84.4, pTM 0.910 in 4.3s (amortized, batch size 3). 2263 / 4544 completed.
24/09/06 11:07:24 | INFO | root | Predicted structure for LOKIASV2_05930 HD domain-containing protein with length 279, pLDDT 89.6, pTM 0.945 in 4.3s (amortized, batch size 3). 2264 / 4544 completed.
24/09/06 11:07:24 | INFO | root | Predicted structure for LOKIASV2_08290 alpha-beta hydrolase with length 279, pLDDT 86.8, pTM 0.917 in 4.3s (amortized, batch size 3). 2265 / 4544 completed.
24/09/06 11:07:24 | INFO | root | Predicted structure for LOKIASV2_09360 MBL fold metallo-hydrolase with length 279, pLDDT 72.9, pTM 0.849 in 4.3s (amortized, batch size 3). 2266 / 4544 completed.
24/09/06 11:07:37 | INFO | root | Predicted structure for LOKIASV2_09690 nicotinamide mononucleotide deamidase-related protein with length 279, pLDDT 93.4, pTM 0.934 in 4.3s (amortized, batch size 3). 2267 / 4544 completed.
24/09/06 11:07:37 | INFO | root | Predicted structure for LOKIASV2_10200 hypothetical protein with length 279, pLDDT 41.9, pTM 0.320 in 4.3s (amortized, batch size 3). 2268 / 4544 completed.
24/09/06 11:07:37 | INFO | root | Predicted structure for LOKIASV2_15660 hypothetical protein with length 279, pLDDT 96.1, pTM 0.951 in 4.3s (amortized, batch size 3). 2269 / 4544 completed.
24/09/06 11:07:50 | INFO | root | Predicted structure for LOKIASV2_19640 hypothetical protein with length 279, pLDDT 84.4, pTM 0.922 in 4.3s (amortized, batch size 3). 2270 / 4544 completed.
24/09/06 11:07:50 | INFO | root | Predicted structure for LOKIASV2_29650 DNA-3-methyladenine glycosylase with length 279, pLDDT 95.8, pTM 0.967 in 4.3s (amortized, batch size 3). 2271 / 4544 completed.
24/09/06 11:07:50 | INFO | root | Predicted structure for LOKIASV2_31030 hypothetical protein with length 279, pLDDT 63.4, pTM 0.246 in 4.3s (amortized, batch size 3). 2272 / 4544 completed.
24/09/06 11:08:03 | INFO | root | Predicted structure for LOKIASV2_02960 class I SAM-dependent methyltransferase with length 280, pLDDT 89.7, pTM 0.949 in 4.3s (amortized, batch size 3). 2273 / 4544 completed.
24/09/06 11:08:03 | INFO | root | Predicted structure for LOKIASV2_03750 hypothetical protein with length 280, pLDDT 86.1, pTM 0.874 in 4.3s (amortized, batch size 3). 2274 / 4544 completed.
24/09/06 11:08:03 | INFO | root | Predicted structure for LOKIASV2_12920 HAD-IIA family hydrolase with length 280, pLDDT 93.5, pTM 0.958 in 4.3s (amortized, batch size 3). 2275 / 4544 completed.
24/09/06 11:08:16 | INFO | root | Predicted structure for LOKIASV2_22790 EFR1 family ferrodoxin with length 280, pLDDT 89.0, pTM 0.944 in 4.4s (amortized, batch size 3). 2276 / 4544 completed.
24/09/06 11:08:16 | INFO | root | Predicted structure for LOKIASV2_01000 OB-fold nucleic acid binding domain-containing protein with length 281, pLDDT 80.8, pTM 0.593 in 4.4s (amortized, batch size 3). 2277 / 4544 completed.
24/09/06 11:08:16 | INFO | root | Predicted structure for LOKIASV2_08460 hypothetical protein with length 281, pLDDT 61.8, pTM 0.626 in 4.4s (amortized, batch size 3). 2278 / 4544 completed.
24/09/06 11:08:29 | INFO | root | Predicted structure for LOKIASV2_10890 glucosamine-6-phosphate isomerase with length 281, pLDDT 91.7, pTM 0.954 in 4.4s (amortized, batch size 3). 2279 / 4544 completed.
24/09/06 11:08:29 | INFO | root | Predicted structure for LOKIASV2_30170 hypothetical protein with length 281, pLDDT 85.9, pTM 0.849 in 4.4s (amortized, batch size 3). 2280 / 4544 completed.
24/09/06 11:08:29 | INFO | root | Predicted structure for LOKIASV2_31790 hypothetical protein with length 281, pLDDT 87.7, pTM 0.935 in 4.4s (amortized, batch size 3). 2281 / 4544 completed.
24/09/06 11:08:42 | INFO | root | Predicted structure for LOKIASV2_33460 ABC transporter ATP-binding protein with length 281, pLDDT 91.5, pTM 0.920 in 4.4s (amortized, batch size 3). 2282 / 4544 completed.
24/09/06 11:08:42 | INFO | root | Predicted structure for LOKIASV2_34810 Cof-type HAD-IIB family hydrolase with length 281, pLDDT 87.7, pTM 0.934 in 4.4s (amortized, batch size 3). 2283 / 4544 completed.
24/09/06 11:08:42 | INFO | root | Predicted structure for LOKIASV2_40500 hypothetical protein with length 281, pLDDT 74.7, pTM 0.864 in 4.4s (amortized, batch size 3). 2284 / 4544 completed.
24/09/06 11:08:56 | INFO | root | Predicted structure for LOKIASV2_45350 hypothetical protein with length 281, pLDDT 65.0, pTM 0.393 in 4.4s (amortized, batch size 3). 2285 / 4544 completed.
24/09/06 11:08:56 | INFO | root | Predicted structure for LOKIASV2_02460 hypothetical protein with length 282, pLDDT 78.7, pTM 0.448 in 4.4s (amortized, batch size 3). 2286 / 4544 completed.
24/09/06 11:08:56 | INFO | root | Predicted structure for LOKIASV2_02560 hypothetical protein with length 282, pLDDT 85.9, pTM 0.698 in 4.4s (amortized, batch size 3). 2287 / 4544 completed.
24/09/06 11:09:09 | INFO | root | Predicted structure for LOKIASV2_14940 hypothetical protein with length 282, pLDDT 82.4, pTM 0.766 in 4.4s (amortized, batch size 3). 2288 / 4544 completed.
24/09/06 11:09:09 | INFO | root | Predicted structure for LOKIASV2_14950 hypothetical protein with length 282, pLDDT 82.6, pTM 0.697 in 4.4s (amortized, batch size 3). 2289 / 4544 completed.
24/09/06 11:09:09 | INFO | root | Predicted structure for LOKIASV2_31840 NmrA family NAD-P--binding protein with length 282, pLDDT 95.8, pTM 0.969 in 4.4s (amortized, batch size 3). 2290 / 4544 completed.
24/09/06 11:09:22 | INFO | root | Predicted structure for LOKIASV2_01860 Stp1nIreP family PP2C-type Ser-Thr phosphatase with length 283, pLDDT 86.9, pTM 0.931 in 4.4s (amortized, batch size 3). 2291 / 4544 completed.
24/09/06 11:09:22 | INFO | root | Predicted structure for LOKIASV2_12580 hypothetical protein with length 283, pLDDT 82.7, pTM 0.639 in 4.4s (amortized, batch size 3). 2292 / 4544 completed.
24/09/06 11:09:22 | INFO | root | Predicted structure for LOKIASV2_19770 hypothetical protein with length 283, pLDDT 52.5, pTM 0.438 in 4.4s (amortized, batch size 3). 2293 / 4544 completed.
24/09/06 11:09:35 | INFO | root | Predicted structure for LOKIASV2_21500 type 1 glutamine amidotransferase domain-containing protein with length 283, pLDDT 90.9, pTM 0.901 in 4.4s (amortized, batch size 3). 2294 / 4544 completed.
24/09/06 11:09:35 | INFO | root | Predicted structure for LOKIASV2_22000 ABC transporter ATP-binding protein with length 283, pLDDT 92.6, pTM 0.906 in 4.4s (amortized, batch size 3). 2295 / 4544 completed.
24/09/06 11:09:35 | INFO | root | Predicted structure for LOKIASV2_22970 hypothetical protein with length 283, pLDDT 89.6, pTM 0.867 in 4.4s (amortized, batch size 3). 2296 / 4544 completed.
24/09/06 11:09:49 | INFO | root | Predicted structure for LOKIASV2_24150 3-oxoacyl-[acyl-carrier-protein] reductase with length 283, pLDDT 90.1, pTM 0.930 in 4.4s (amortized, batch size 3). 2297 / 4544 completed.
24/09/06 11:09:49 | INFO | root | Predicted structure for LOKIASV2_25460 hypothetical protein with length 283, pLDDT 80.8, pTM 0.666 in 4.4s (amortized, batch size 3). 2298 / 4544 completed.
24/09/06 11:09:49 | INFO | root | Predicted structure for LOKIASV2_30320 hypothetical protein with length 283, pLDDT 82.6, pTM 0.872 in 4.4s (amortized, batch size 3). 2299 / 4544 completed.
24/09/06 11:10:02 | INFO | root | Predicted structure for LOKIASV2_32620 SDR family oxidoreductase with length 283, pLDDT 95.9, pTM 0.971 in 4.4s (amortized, batch size 3). 2300 / 4544 completed.
24/09/06 11:10:02 | INFO | root | Predicted structure for LOKIASV2_40140 hypothetical protein with length 283, pLDDT 79.0, pTM 0.775 in 4.4s (amortized, batch size 3). 2301 / 4544 completed.
24/09/06 11:10:02 | INFO | root | Predicted structure for LOKIASV2_44200 hypothetical protein with length 283, pLDDT 81.8, pTM 0.862 in 4.4s (amortized, batch size 3). 2302 / 4544 completed.
24/09/06 11:10:15 | INFO | root | Predicted structure for LOKIASV2_01410 hypothetical protein with length 284, pLDDT 82.8, pTM 0.894 in 4.5s (amortized, batch size 3). 2303 / 4544 completed.
24/09/06 11:10:15 | INFO | root | Predicted structure for LOKIASV2_02470 hypothetical protein with length 284, pLDDT 79.1, pTM 0.354 in 4.5s (amortized, batch size 3). 2304 / 4544 completed.
24/09/06 11:10:15 | INFO | root | Predicted structure for LOKIASV2_03270 hypothetical protein with length 284, pLDDT 91.3, pTM 0.956 in 4.5s (amortized, batch size 3). 2305 / 4544 completed.
24/09/06 11:10:29 | INFO | root | Predicted structure for LOKIASV2_03730 hypothetical protein with length 284, pLDDT 53.1, pTM 0.528 in 4.5s (amortized, batch size 3). 2306 / 4544 completed.
24/09/06 11:10:29 | INFO | root | Predicted structure for LOKIASV2_13070 GNAT family N-acetyltransferase with length 284, pLDDT 95.3, pTM 0.955 in 4.5s (amortized, batch size 3). 2307 / 4544 completed.
24/09/06 11:10:29 | INFO | root | Predicted structure for LOKIASV2_13100 hypothetical protein with length 284, pLDDT 75.9, pTM 0.425 in 4.5s (amortized, batch size 3). 2308 / 4544 completed.
24/09/06 11:10:42 | INFO | root | Predicted structure for LOKIASV2_15080 DMT family transporter with length 284, pLDDT 93.7, pTM 0.957 in 4.5s (amortized, batch size 3). 2309 / 4544 completed.
24/09/06 11:10:42 | INFO | root | Predicted structure for LOKIASV2_16910 hypothetical protein with length 284, pLDDT 90.1, pTM 0.930 in 4.5s (amortized, batch size 3). 2310 / 4544 completed.
24/09/06 11:10:42 | INFO | root | Predicted structure for LOKIASV2_17620 hypothetical protein with length 284, pLDDT 82.6, pTM 0.657 in 4.5s (amortized, batch size 3). 2311 / 4544 completed.
24/09/06 11:10:55 | INFO | root | Predicted structure for LOKIASV2_21410 hypothetical protein with length 284, pLDDT 84.6, pTM 0.901 in 4.5s (amortized, batch size 3). 2312 / 4544 completed.
24/09/06 11:10:55 | INFO | root | Predicted structure for LOKIASV2_24660 hypothetical protein with length 284, pLDDT 48.1, pTM 0.218 in 4.5s (amortized, batch size 3). 2313 / 4544 completed.
24/09/06 11:10:55 | INFO | root | Predicted structure for LOKIASV2_29990 hypothetical protein with length 284, pLDDT 81.9, pTM 0.794 in 4.5s (amortized, batch size 3). 2314 / 4544 completed.
24/09/06 11:11:09 | INFO | root | Predicted structure for LOKIASV2_33740 hypothetical protein with length 284, pLDDT 60.0, pTM 0.696 in 4.5s (amortized, batch size 3). 2315 / 4544 completed.
24/09/06 11:11:09 | INFO | root | Predicted structure for LOKIASV2_00560 hypothetical protein with length 285, pLDDT 71.6, pTM 0.418 in 4.5s (amortized, batch size 3). 2316 / 4544 completed.
