original_ORF_annotation	foldseek description	evalue
hypothetical protein	Protein YghO 	0.0000000000000000002320000000000000000000000000000
hypothetical protein	Paired box protein Pax-5 	5.3720000000000000000000000000000000000000000000000
hypothetical protein	Ethanolamine ammonia-lyase reactivase EutA 	0.0000000000000232000000000000000000000000000000000
L-threonine 3-dehydrogenase	"L-threonine 3-dehydrogenase, mitochondrial "	0.0000000000000000000000000000000000000000000305000
glycine C-acetyltransferase	8-amino-7-oxononanoate synthase 	0.0000000000000000000000000000000000003440000000000
hypothetical protein	DNA transformation protein TfoX2 	0.0000003270000000000000000000000000000000000000000
DNA-RNA nuclease SfsA	Sugar fermentation stimulation protein homolog 	0.0000000000000000000000000035300000000000000000000
hypothetical protein	Basic immunoglobulin-like variable motif-containing protein 	0.0004038000000000000000000000000000000000000000000
hypothetical protein	Structural basis for Ufm1 recognition by UfSP 	0.1917000000000000000000000000000000000000000000000
bis-aminopropyl spermidine synthase family protein	Uncharacterized protein MJ0675 	0.0000000000000000000000000000000000032800000000000
hypothetical protein	40S ribosomal protein S25 	0.0000297600000000000000000000000000000000000000000
hypothetical protein	Oxygen sensor histidine kinase response regulator DevS/DosS 	0.0000000003660000000000000000000000000000000000000
hypothetical protein	18S rRNA (guanine(1575)-N(7))-methyltransferase 	0.0000000000000000001800000000000000000000000000000
hypothetical protein	Probable 18S rRNA (guanine-N(7))-methyltransferase 	0.0000000000000001980000000000000000000000000000000
hypothetical protein	Putative ferric-chelate reductase 1 homolog 	0.0340300000000000000000000000000000000000000000000
MEDS domain-containing protein	Crystal Structure of sso2452 from Sulfolobus solfataricus P2 	0.0000024210000000000000000000000000000000000000000
hypothetical protein	Uncharacterized membrane protein YrzE 	0.1665000000000000000000000000000000000000000000000
hypothetical protein	Mechanism of farnesylated CAAX protein processing by the integral membrane protease Rce1 	0.0164700000000000000000000000000000000000000000000
hypothetical protein	CAAX prenyl protease 2 	0.2239000000000000000000000000000000000000000000000
NADPH dehydrogenase NamA	NADPH dehydrogenase 	0.0000000000000000000000000000000000000000000024700
hypothetical protein	Latrophilin receptor-like protein A 	0.0008131000000000000000000000000000000000000000000
hypothetical protein	Cyclic AMP receptor-like protein A 	0.0006960000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of human ODA16 	0.0000000000000000066000000000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator MJ1398 	0.0000000002040000000000000000000000000000000000000
hypothetical protein	Alpha-protein kinase vwkA 	0.0000000000206000000000000000000000000000000000000
hypothetical protein	Crystal structure of S. pneumoniae hyaluronate lyase in complex with W249b 	0.0008381000000000000000000000000000000000000000000
hypothetical protein	"Protein TIC 55, chloroplastic "	3.0570000000000000000000000000000000000000000000000
hypothetical protein	Acyl-coenzyme A:6-aminopenicillanic-acid-acyltransferase 40 kDa form 	0.0000000000000000000661000000000000000000000000000
hypothetical protein	Glutathione-binding protein GsiB 	0.0000000000000000000000000000000121000000000000000
hypothetical protein	Cryo-EM structure of nanodisc-embedded human ABCA1 	0.6395000000000000000000000000000000000000000000000
hypothetical protein	NAD(+) hydrolase ApTIR 	0.0000000011400000000000000000000000000000000000000
transglutaminase family protein	Uncharacterized protein HI_1048 	0.0000001060000000000000000000000000000000000000000
30S ribosomal protein S10	30S ribosomal protein S10 	0.0000000000000000020800000000000000000000000000000
hypothetical protein	PGAP2-interacting protein 	0.0000000000000009410000000000000000000000000000000
hypothetical protein	Transmembrane and coiled-coil domain-containing protein 5B 	5.0610000000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Tumor protein p53-inducible protein 11 	0.0031820000000000000000000000000000000000000000000
propionate--CoA ligase	Propionate--CoA ligase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Blue-light-activated protein 	0.0000000000000000000000000000000000000000627000000
hypothetical protein		
hypothetical protein	Crystal Structure of Porphyromonas gingivalis Sialidase (PG_0352) Bound to Neu5Ac2en (DANA) 	0.0000000000024500000000000000000000000000000000000
hypothetical protein	Putative uncharacterized protein DDB_G0283051 	2.7310000000000000000000000000000000000000000000000
hypothetical protein	Regulatory protein RecX 	0.9911000000000000000000000000000000000000000000000
hypothetical protein	Transposase for insertion sequence element IS1557 	0.0002867000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein y4hP 	0.0000000271000000000000000000000000000000000000000
hypothetical protein	(R)-specific enoyl-CoA hydratase 	0.0000000000000009930000000000000000000000000000000
hypothetical protein	Acyl-CoA dehydrogenase 	0.0000000000000000000000009820000000000000000000000
3-oxoacyl-ACP reductase FabG	3-oxoacyl-[acyl-carrier-protein] reductase FabG 	0.0000000000000000000000000145000000000000000000000
thiolase domain-containing protein	Uncharacterized protein MTH_793 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MTH_1398 	0.0000000075900000000000000000000000000000000000000
nitroreductase family protein	CRYSTAL STRUCTURE OF putative Nitroreductase from Geobacter metallireducens GS-15 	0.0000000000000000085300000000000000000000000000000
MFS transporter	Multi-drug resistance efflux pump PmrA 	0.0000000000018400000000000000000000000000000000000
hypothetical protein	X-ray Crystal Structure of Protein SP2199 from Streptococcus pneumoniae. Northeast Structural Genomics Consortium Target SpR31 	0.0000030480000000000000000000000000000000000000000
class I SAM-dependent methyltransferase	Crystal structure of TT1324 from Thermus thermophilis HB8 	0.0000000000000050100000000000000000000000000000000
DUF1846 domain-containing protein	UPF0371 protein CLB_0371 	0.0000000000000000000000000000000000000000000000007
hypothetical protein	CamA Adenine Methyltransferase Complexed to Cognate Substrate DNA and Compound 15 	0.0000000000000000008150000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0989 	0.0000000009400000000000000000000000000000000000000
hypothetical protein	Sulfurtransferase TusD 	0.0000000015300000000000000000000000000000000000000
hypothetical protein	Crystal structure of (ST0148) conserved hypothetical from Sulfolobus Tokodaii Strain7 	0.0014750000000000000000000000000000000000000000000
deoxyhypusine synthase	Probable deoxyhypusine synthase 1 	0.0000000000000000000000000000006230000000000000000
hypothetical protein	Putative uncharacterized membrane protein YGR290W 	5.6220000000000000000000000000000000000000000000000
hypothetical protein	TRPM8 channel-associated factor 1 	0.4912000000000000000000000000000000000000000000000
MFS transporter	Macrolide efflux protein A 	0.0000000000000001420000000000000000000000000000000
phosphotransferase	Uncharacterized protein DR_0394 	0.0000000000030700000000000000000000000000000000000
hypothetical protein	HTH-type transcriptional regulator MmpR5 	0.0002757000000000000000000000000000000000000000000
ABC transporter ATP-binding protein	Bacitracin transport ATP-binding protein BcrA 	0.0000000000000000000000000000780000000000000000000
hypothetical protein	Uncharacterized protein YhcI 	0.0000022280000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein sll1770 	1.9060000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein y4hP 	0.0000000271000000000000000000000000000000000000000
hypothetical protein	Transposase for insertion sequence element IS1001 	0.0004332000000000000000000000000000000000000000000
hypothetical protein	Alpha-1-macroglobulin 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	HTH-type transcriptional regulator UlaR 	0.0308300000000000000000000000000000000000000000000
hypothetical protein	Chemoreceptor protein A 	0.0000000000000000000000732000000000000000000000000
aldehyde ferredoxin oxidoreductase family protein	Tungsten-containing aldehyde ferredoxin oxidoreductase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	"WOR5 from Pyrococcus furiosus, as crystallized "	0.0000000000002000000000000000000000000000000000000
hypothetical protein	Direct visualisation of strain-induced protein prost-translational modification 	0.0001901000000000000000000000000000000000000000000
hypothetical protein	Tetragonal crystal form of SbtB from Synechocystis PCC6803 	0.1703000000000000000000000000000000000000000000000
hypothetical protein	Transport protein particle subunit trs23 	0.0004453000000000000000000000000000000000000000000
hydrogenase iron-sulfur subunit	F420-non-reducing hydrogenase iron-sulfur subunit D 	0.0000000000000000000036200000000000000000000000000
H-2-:CoB-CoM heterodisulfide ferredoxin reductase subunit HdrA	"H(2):CoB-CoM heterodisulfide,ferredoxin reductase subunit A "	0.0000000000000000000000000000000000000000000000000
CoB--CoM heterodisulfide reductase subunit C	CoB--CoM heterodisulfide reductase iron-sulfur subunit C 1 	0.0000000000000729000000000000000000000000000000000
hypothetical protein	"H(2):CoB-CoM heterodisulfide,ferredoxin reductase subunit B "	0.0000000000000000000000001220000000000000000000000
hypothetical protein	Polyferredoxin protein FwdF 	0.0000000000016000000000000000000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator MJ1398 	0.0000000000036100000000000000000000000000000000000
hypothetical protein	Glycosylated lysosomal membrane protein 	0.0000000001220000000000000000000000000000000000000
hypothetical protein	Probable ABC transporter binding protein NosD 	0.0000029480000000000000000000000000000000000000000
hypothetical protein	Digeranylgeranylglyceryl phosphate synthase 	0.0000000000151000000000000000000000000000000000000
hypothetical protein	Taste receptor type 2 member 42 	0.0070470000000000000000000000000000000000000000000
ketol-acid reductoisomerase	Ketol-acid reductoisomerase (NADP(+)) 	0.0000000000000000000000000000000139000000000000000
ketol-acid reductoisomerase	Ketol-acid reductoisomerase (NADP(+)) 	0.0000000000000000000000000000003180000000000000000
hypothetical protein	Divalent metal cation transporter MntH 	0.0000000083200000000000000000000000000000000000000
hypothetical protein	Structural basis for the promiscuous specificity of the carbohydrate- binding modules from the beta-sandwich super family 	0.0000110700000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein y4fQ 	0.0304900000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Uncharacterized protein CT_425 	0.0000000000000000000000000000144000000000000000000
transglutaminase family protein	Uncharacterized protein HI_1048 	0.0000008440000000000000000000000000000000000000000
aldehyde ferredoxin oxidoreductase	Tungsten-containing aldehyde ferredoxin oxidoreductase 	0.0000000000000000000000000000000000000000000006880
hypothetical protein	Arginine ABC transporter permease protein ArtM 	3.7410000000000000000000000000000000000000000000000
hypothetical protein	Thylakoid-associated protein sll1697 	0.0000000000000000067200000000000000000000000000000
hypothetical protein	CRISPR locus-related putative DNA-binding protein Csa3 	0.0012460000000000000000000000000000000000000000000
SDR family oxidoreductase	Uncharacterized oxidoreductase SERP2049 	0.0000000000000000000058200000000000000000000000000
hypothetical protein	50S ribosomal protein L29 	4.4140000000000000000000000000000000000000000000000
hypothetical protein	Hydroperoxide reductase 	0.0000000001050000000000000000000000000000000000000
hypothetical protein	"Phosphatidylserine decarboxylase proenzyme, mitochondrial "	4.6250000000000000000000000000000000000000000000000
VOC family protein	Protein YjdN 	0.0000000000067300000000000000000000000000000000000
NUDIX hydrolase	ADP-ribose pyrophosphatase 	0.0000000000012900000000000000000000000000000000000
hypothetical protein	Tetrameric assembly of LGN with Inscuteable 	0.3432000000000000000000000000000000000000000000000
YccF domain-containing protein	Inner membrane protein YccF 	0.0000015650000000000000000000000000000000000000000
hypothetical protein	Putative glycosyltransferase MJ1113 	0.0000000000000075700000000000000000000000000000000
aspartate-glutamate racemase family protein	Broad specificity amino-acid racemase YgeA 	0.0000000000000000000000069500000000000000000000000
hypothetical protein	Crystal structure of carbamoylphosphate synthase large subunit (split gene in MJ) (ZP_00538348.1) from Exiguobacterium sp. 255-15 at 2.00 A resolution 	0.0000000000000000005580000000000000000000000000000
hypothetical protein	Drimenyl diphosphate synthase D303A from Streptomyces showdoensis in complex with farnesyl diphosphate (FPP) and Mg2+ 	0.0017020000000000000000000000000000000000000000000
DUF354 domain-containing protein	Uncharacterized protein MJ0665 	0.0000000000000000000000019700000000000000000000000
ketopantoate reductase family protein	Uncharacterized oxidoreductase YkpB 	0.0000000000000000660000000000000000000000000000000
hypothetical protein	Full-length S95A ClbP 	0.0000000000000000000000000124000000000000000000000
hypothetical protein	Structures of Clostridium thermocellum CbhA fibronectin(III)-like modules 	0.0000000115000000000000000000000000000000000000000
hypothetical protein	Sporulation kinase A 	0.0000000000000000000000000000217000000000000000000
hypothetical protein	ARC FV10 COCRYSTAL 	9.9640000000000000000000000000000000000000000000000
hypothetical protein	Antitoxin VapB25 	7.6980000000000000000000000000000000000000000000000
hypothetical protein	UPF0182 protein ML0644 	9.1930000000000000000000000000000000000000000000000
hypothetical protein	Putative nitroreductase MJ1384 	0.0000000000000000009450000000000000000000000000000
hypothetical protein	Crystal Structure of the ISHp608 Transposase 	0.0000038640000000000000000000000000000000000000000
RNA-guided endonuclease TnpB family protein	Putative transposase in snaA-snaB intergenic region 	0.0000000000000000000027200000000000000000000000000
hypothetical protein	PGA biosynthesis protein CapA 	0.0000000000000000114000000000000000000000000000000
hypothetical protein	Sodium-dependent lysophosphatidylcholine symporter 1 	0.0000000000000001290000000000000000000000000000000
hypothetical protein	Putative serine esterase Rv1835c 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ1313 	0.0000000000000000000000000000000000004300000000000
hypothetical protein	COP9 signalosome complex subunit 3 	0.0161300000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ1644 	0.4058000000000000000000000000000000000000000000000
hypothetical protein	Interferon-induced transmembrane protein 2 	9.2030000000000000000000000000000000000000000000000
hypothetical protein	Mannuronan C5-epimerase AlgE5 	0.0000009520000000000000000000000000000000000000000
DUF3368 domain-containing protein	Ribonuclease VapC1 	0.0001470000000000000000000000000000000000000000000
hypothetical protein	UPF0175 protein AF_0597 	0.0122600000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of S. aureus MepR-DNA complex 	0.0633100000000000000000000000000000000000000000000
hypothetical protein	TubR from Bacillus megaterium pBM400 	0.0061470000000000000000000000000000000000000000000
hypothetical protein	human alpha polyC binding protein KH1 	0.8262000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized ATP-binding protein UU034 	0.0000000959000000000000000000000000000000000000000
hypothetical protein	"Cryo-Em structure of eukaryotic pre-60S ribosome subunit from Saccharomyces cerevisiae rpf2 delta 255-344 strain, C4 state. "	5.1660000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of a heterodimer of Cdc6/Orc1 initiators bound to origin DNA (from S. solfataricus) 	0.0000206500000000000000000000000000000000000000000
hypothetical protein	Crystal structure of Archaeal Biofilm Regulator (AbfR2) from Sulfolobus acidocaldarius 	0.1492000000000000000000000000000000000000000000000
hypothetical protein	Crossover junction endodeoxyribonuclease RuvC 	6.5600000000000000000000000000000000000000000000000
hypothetical protein	General transcription and DNA repair factor IIH subunit TFB4 	0.6673000000000000000000000000000000000000000000000
hypothetical protein	RNA polymerase II elongation complex transcribing a nucleosome (EC49B) 	7.7780000000000000000000000000000000000000000000000
hypothetical protein	Zinc finger protein 11 	0.4172000000000000000000000000000000000000000000000
hypothetical protein	CCA-adding enzyme 	0.0112700000000000000000000000000000000000000000000
hypothetical protein	Ribonuclease 3 	0.0000622200000000000000000000000000000000000000000
hypothetical protein	Coelomocyte uptake defective protein 15 	0.8323000000000000000000000000000000000000000000000
hypothetical protein	Fitted model for the tetradecameric assembly of Thermococcus gammatolerans McrB AAA+ hexamers with bound McrC 	0.0000000000000000000136000000000000000000000000000
hypothetical protein	Cryo-EM structure of the Escherichia coli McrBC complex 	0.0000000000000000148000000000000000000000000000000
hypothetical protein	Uncharacterized protein ORF2 	0.0000003100000000000000000000000000000000000000000
hypothetical protein	Uncharacterized ATP-binding protein UU034 	0.0000011740000000000000000000000000000000000000000
hypothetical protein	DNA polymerase alpha-associated DNA helicase A 	0.0000000000000000000000187000000000000000000000000
hypothetical protein	Cryo-EM structure of a human intron lariat spliceosome after Prp43 loaded (ILS2 complex) at 2.9 angstrom resolution 	9.8110000000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of Zucchini from mouse (mZuc / PLD6 / MitoPLD) 	0.0003242000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of spatzle cystine knot 	2.7480000000000000000000000000000000000000000000000
hypothetical protein	Cleavage and polyadenylation specificity factor 73 	0.0032980000000000000000000000000000000000000000000
4Fe-4S single cluster domain-containing protein	Anaerobic ribonucleoside-triphosphate reductase-activating protein 	0.0000000000000276000000000000000000000000000000000
AAA family ATPase	Uncharacterized AAA domain-containing protein ycf46 	0.0000000000000000000000000000000000000000000000169
hypothetical protein	Crystal structure of a hepn domain containing protein (af_0298) from archaeoglobus fulgidus at 1.95 A resolution 	0.0081020000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Crystal structure of heat shock regulator from Pyrococcus furiosus 	0.0012310000000000000000000000000000000000000000000
hypothetical protein	Radical S-adenosyl methionine domain-containing protein 2 	0.0000000000000000222000000000000000000000000000000
hypothetical protein	Crystal structure of the zebrafish cap-specific adenosine methyltransferase bound to SAH and m7G-capped RNA 	2.9090000000000000000000000000000000000000000000000
hypothetical protein	NMR Solution Structure of a protein aspartic acid phosphate phosphatase from Bacillus Anthracis 	1.1990000000000000000000000000000000000000000000000
hypothetical protein	Soluble guanylate cyclase gcy-37 	0.0000469700000000000000000000000000000000000000000
hypothetical protein	Putative ribonuclease VapC45 	0.0001527000000000000000000000000000000000000000000
hypothetical protein	Crystal structure of a duf433 member protein (ava_0674) from anabaena variabilis atcc 29413 at 2.00 A resolution 	0.0003331000000000000000000000000000000000000000000
hypothetical protein	Antitoxin VapB27 	0.0098950000000000000000000000000000000000000000000
hypothetical protein	Ribonuclease VapC1 	0.0000041130000000000000000000000000000000000000000
hypothetical protein	50S ribosomal protein L7/L12 	2.5730000000000000000000000000000000000000000000000
hypothetical protein	Putative toxin Y4kP 	0.0000032490000000000000000000000000000000000000000
hypothetical protein	The structure of D456A mutant of Nt.BspD6I nicking endonuclease at 0.24 nm resolution . 	0.0668200000000000000000000000000000000000000000000
hypothetical protein	"1.7 A Crystal Structure of Protein of Unknown Function SA2161 from Meticillin-Resistant Staphylococcus aureus, Probable Acetyltransferase "	1.9930000000000000000000000000000000000000000000000
hypothetical protein	SPbeta prophage-derived uncharacterized protein YotB 	0.0000000032100000000000000000000000000000000000000
hypothetical protein	Uncharacterized ATP-binding protein UU034 	0.0000000089000000000000000000000000000000000000000
hypothetical protein	Ananain 	5.1720000000000000000000000000000000000000000000000
hypothetical protein	Probable family 20 transposase 	0.0000000000000003080000000000000000000000000000000
hypothetical protein	"Periplasmic domain of the risS sensor protein from Burkholderia pesuromallei, low pH native structure "	1.2610000000000000000000000000000000000000000000000
hypothetical protein	Structure of the cytosolic domain of lysosome-associated TMEM55B 	3.7470000000000000000000000000000000000000000000000
hypothetical protein	CryoEM Structure of Computationally Designed Nanocage O32-ZL4 	0.6828000000000000000000000000000000000000000000000
hypothetical protein	Cryo-EM structure of the SST-14-bound SSTR2-miniGq-scFv16 complex 	9.0180000000000000000000000000000000000000000000000
DEAD-DEAH box helicase	Uncharacterized ATP-dependent helicase YqhH 	0.0000000000000000015400000000000000000000000000000
hypothetical protein	Uncharacterized adenine-specific methylase MJECS02 	0.0000000000000000000000000000000000000002330000000
hypothetical protein	Promotilin 	0.3758000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized ATP-binding protein UU034 	0.0000000068700000000000000000000000000000000000000
hypothetical protein	Translocated intimin receptor Tir 	0.8574000000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	Resolvase/recombinase 	0.0000000001110000000000000000000000000000000000000
hypothetical protein	Hallucinated C4 protein assembly HALC4_135 	6.8010000000000000000000000000000000000000000000000
hypothetical protein	Structure of LW domain from Yeast 	3.3230000000000000000000000000000000000000000000000
hypothetical protein	Tyrosine recombinase XerC 	0.0000000925000000000000000000000000000000000000000
hypothetical protein	Ribosome maturation factor RimP 	4.1780000000000000000000000000000000000000000000000
hypothetical protein	tRNA(fMet)-specific endonuclease VapC 	0.0000406500000000000000000000000000000000000000000
hypothetical protein	Cryo-EM structure of the MukBEF-MatP-DNA monomer (closed conformation) 	0.9004000000000000000000000000000000000000000000000
hypothetical protein	CAAX prenyl protease 2 homolog 	0.2576000000000000000000000000000000000000000000000
hypothetical protein		
hypothetical protein	UPF0175 protein APE_0276a 	0.0102400000000000000000000000000000000000000000000
hypothetical protein	tRNA(fMet)-specific endonuclease VapC 	0.0001087000000000000000000000000000000000000000000
hypothetical protein	Putative peptide permease protein BMEII0860 	0.0000000258000000000000000000000000000000000000000
hypothetical protein	"Cytochrome c oxidase subunit 6A2, mitochondrial "	3.8230000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized RING finger protein P8B7.23 	2.5520000000000000000000000000000000000000000000000
RNA-guided endonuclease TnpB family protein	Putative transposase in snaA-snaB intergenic region 	0.0000000000000000000078200000000000000000000000000
IS200-IS605 family transposase	DEINOCOCCUS RADIODURANS ISDRA2 TRANSPOSASE RIGHT END DNA COMPLEX 	0.0000000000000974000000000000000000000000000000000
serine hydrolase	Structure of the octameric penicillin-binding protein homologue from Pyrococcus abyssi 	0.0000000000000000000000000000000000023100000000000
N-A	Structure of EstD11 in complex with Naproxen and methanol 	0.0000000000000000000000000093100000000000000000000
glycine C-acetyltransferase	8-amino-7-oxononanoate synthase 	0.0000000000000000000000000000042300000000000000000
hypothetical protein	Aminopeptidase from Aneurinibacillus sp. strain AM-1 	0.0000000000000000000000000153000000000000000000000
hypothetical protein	Uncharacterized HTH-type transcriptional regulator Rv1816 	0.0000031460000000000000000000000000000000000000000
dipeptide epimerase	D-Ala-D/L-Ala epimerase 	0.0000000000000000000000000000000000000000000298000
hypothetical protein	Bacillibactin exporter 	0.0000000000002560000000000000000000000000000000000
hypothetical protein	Ribosomal RNA small subunit methyltransferase G 	0.0000226800000000000000000000000000000000000000000
hypothetical protein	Stage V sporulation protein T 	0.0032860000000000000000000000000000000000000000000
hypothetical protein	Ribonuclease VapC13 	0.0000001790000000000000000000000000000000000000000
hypothetical protein	Transmembrane protein 243 	2.6310000000000000000000000000000000000000000000000
hypothetical protein	ABC transporter complex NosDFYL in GDN 	0.8143000000000000000000000000000000000000000000000
hypothetical protein	"Crystal structure of hypothetical transcriptional regulator protein, PH1932 from Pyrococcus horikoshii OT3 "	0.0000002390000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0233 	0.0001228000000000000000000000000000000000000000000
hypothetical protein	Fibronectin type III domain-containing protein 7 	0.0000000167000000000000000000000000000000000000000
hypothetical protein	Crystal structure of the Ca6 site mutant of Pro-SA-subtilisin 	0.0000000000000000000000000000000000321000000000000
hypothetical protein	Structures of Clostridium thermocellum CbhA fibronectin(III)-like modules 	0.0000000053700000000000000000000000000000000000000
hypothetical protein	"Glycoside hydrolase family 81 from Clostridium thermocellum (CtLam81A), Mutant E515A "	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Wortmanamides biosynthesis cluster protein C 	0.0008013000000000000000000000000000000000000000000
hypothetical protein	Putative methyltransferase GWCH70_2453 	0.0000000000000000178000000000000000000000000000000
hypothetical protein	Probable signal peptidase complex subunit 2 	7.2760000000000000000000000000000000000000000000000
hypothetical protein	Atomic-level structure of the entire HIV-1 capsid 	3.5210000000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized 24.3 kDa protein 	0.0059900000000000000000000000000000000000000000000
hypothetical protein	Anti-sigma F factor antagonist 	0.0047570000000000000000000000000000000000000000000
hypothetical protein	CRYSTAL STRUCTURE OF A NTF2-LIKE PROTEIN OF UNKNOWN FUNCTION (MFLA_0564) FROM METHYLOBACILLUS FLAGELLATUS KT AT 2.200 A RESOLUTION 	0.0000009460000000000000000000000000000000000000000
hypothetical protein	Membrane-spanning 4-domains subfamily A member 12 	0.3431000000000000000000000000000000000000000000000
nickel-responsive transcriptional regulator NikR	NIKR-apo 	0.0000000019900000000000000000000000000000000000000
sugar phosphate nucleotidyltransferase	Bifunctional protein GlmU 	0.0000000000000000000000000000000000000049700000000
phosphotransferase	N-acetylhexosamine 1-kinase 	0.0000000000000000000000000000011800000000000000000
amidohydrolase family protein	Crystal structure of a Xaa-Pro dipeptidase with bound methionine in the active site 	0.0000000000000000000000000000000450000000000000000
enoyl-CoA hydratase-related protein	Crystal structure of crotonase from Clostridium acetobutylicum 	0.0000000000000000000000297000000000000000000000000
class I adenylate-forming enzyme family protein	Putative acyl-CoA synthetase YngI 	0.0000000000000000000000000000000000000000000000000
dipeptide epimerase	D-Ala-D/L-Ala epimerase 	0.0000000000000000000000000000000000000000000045000
3-keto-5-aminohexanoate cleavage protein	3-keto-5-aminohexanoate cleavage enzyme 	0.0000000000000000000000000000124000000000000000000
hypothetical protein	Acetate--CoA ligase [ADP-forming] II 	0.0000000000000000000066600000000000000000000000000
hypothetical protein	Structure of type II terpene cyclase MstE_R337A from Scytonema in complex with geranylgeranyl dihydroxybenzoate (substrate) 	0.0052900000000000000000000000000000000000000000000
hypothetical protein	Na(+)-translocating ferredoxin:NAD(+) oxidoreductase complex subunit D 	0.0000000001300000000000000000000000000000000000000
electron transport complex subunit RsxC	Ion-translocating oxidoreductase complex subunit C 	0.0000000000000000000000000000000000000000000011400
hypothetical protein	Uncharacterized protein AF_1201 	0.0001277000000000000000000000000000000000000000000
hypothetical protein	Uncharacterized protein MJ0374 	0.0000016220000000000000000000000000000000000000000
glycoside hydrolase family 3 C-terminal domain-containing protein	Thermostable beta-glucosidase B 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Transaldolase 	0.0000000000000000000048200000000000000000000000000
inositol 2-dehydrogenase	Uncharacterized oxidoreductase YrbE 	0.0000000000000000000000000000000000000000005190000
myo-inosose-2 dehydratase	Inosose dehydratase 	0.0000000000000000000000000000000000000000001520000
"3D--3,5-4--trihydroxycyclohexane-1,2-dione acylhydrolase -decyclizing-"	"3D-(3,5/4)-trihydroxycyclohexane-1,2-dione hydrolase "	0.0000000000000000000000000000000000000000000000000
5-deoxy-glucuronate isomerase	5-deoxy-glucuronate isomerase 	0.0000000000000000000328000000000000000000000000000
DegT-DnrJ-EryC1-StrS family aminotransferase	"8-amino-3,8-dideoxy-alpha-D-manno-octulosonate transaminase "	0.0000000000000000000000000000000000046800000000000
Lrp-AsnC family transcriptional regulator	Uncharacterized HTH-type transcriptional regulator PYRAB04820 	0.0000000000000079400000000000000000000000000000000
hypothetical protein	2-amino-5-formylamino-6-ribosylaminopyrimidin-4(3H)-one 5'-monophosphate deformylase 	0.0000000023800000000000000000000000000000000000000
MFS transporter	Sodium-dependent lysophosphatidylcholine symporter 1 	0.0000000000000000000143000000000000000000000000000
PfkB family carbohydrate kinase	Uncharacterized sugar kinase YdjH 	0.0000000000000000000000001290000000000000000000000
CoA-acylating methylmalonate-semialdehyde dehydrogenase	Malonate-semialdehyde dehydrogenase 	0.0000000000000000000000000000000000000000000000000
hypothetical protein	Probable enoyl-CoA hydratase 2 	0.0000000000000000000064400000000000000000000000000
hypothetical protein	Protein PER1 	0.0032380000000000000000000000000000000000000000000
hypothetical protein	CamA Adenine Methyltransferase Complexed to Cognate Substrate DNA and Inhibitor APNEA (Compound 9) 	0.0000000000000000000021600000000000000000000000000
hypothetical protein	CRYSTAL STRUCTURE OF PROBABLE DIHYDROLIPOAMIDE ACETYLTRANSFERASE FROM LISTERIA MONOCYTOGENES 4b F2365 	0.0000000000000000299000000000000000000000000000000
hypothetical protein	Crystal structure of the computationally designed Cake8 protein 	0.0000000000000000000000000000471000000000000000000
hypothetical protein	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex 	0.0000000000000000006360000000000000000000000000000
RimK family alpha-L-glutamate ligase	Probable alpha-L-glutamate ligase 	0.0000000000000000000000000000014200000000000000000
hypothetical protein		
YeiH family protein	UPF0324 membrane protein FN0533 	0.0000000000000000926000000000000000000000000000000
hypothetical protein	Uncharacterized ABC transporter permease protein Rv0987 	0.0000000000000000000000000000415000000000000000000
mutanobactin A system ABC transporter ATP-binding subunit MubX	Lipoprotein-releasing system ATP-binding protein LolD 	0.0000000000000000000000000000004260000000000000000
hypothetical protein	Structure of Rhodococcus sp. USK13 DarR-c-di-AMP complex 	0.0000005340000000000000000000000000000000000000000
